InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
552570,59163B,CANDLE,37,2011-09-20 05:00:00,60.62,15388,United Kingdom
552571,17623A,BLUE PEN,40,2011-09-20 05:30:00,139.16,16831,Norway
552572,79921A,CANDLE,18,2011-09-20 06:00:00,41.2,17245,Norway
552573,14975B,RED MUG,26,2011-09-20 06:30:00,145.61,12944,Australia
552574,57923C,GIFT BAG,37,2011-09-20 07:00:00,37.33,18269,Portugal
552575,99419C,TOY CAR,41,2011-09-20 07:30:00,133.33,14788,Netherlands
552576,14720C,GIFT BAG,8,2011-09-20 08:00:00,29.59,18150,Portugal
552577,41238C,WHITE MUG,14,2011-09-20 08:30:00,20.99,16244,Netherlands
552578,39714A,TOY CAR,33,2011-09-20 09:00:00,85.63,16090,Netherlands
552579,48910B,CANDLE,39,2011-09-20 09:30:00,102.99,18217,France
552580,41058A,TOY CAR,38,2011-09-20 10:00:00,90.34,15713,France
552581,23277B,WHITE MUG,3,2011-09-20 10:30:00,2.34,17996,Netherlands
552582,81212A,RED MUG,23,2011-09-20 11:00:00,0.84,16441,France
552583,56839C,WHITE MUG,26,2011-09-20 11:30:00,57.71,17902,Spain
552584,76466A,TOY CAR,36,2011-09-20 12:00:00,30.99,16409,Germany
552585,81335B,CANDLE,23,2011-09-20 12:30:00,23.32,12843,Belgium
552586,98061B,GIFT BAG,2,2011-09-20 13:00:00,147.23,16719,United Kingdom
552587,59405A,GIFT BAG,17,2011-09-20 13:30:00,33.56,17254,Australia
552588,43262C,CLOCK,17,2011-09-20 14:00:00,124.37,18069,Italy
552589,67871A,WHITE MUG,13,2011-09-20 14:30:00,36.41,14105,Germany
552590,80427A,CANDLE,7,2011-09-20 15:00:00,11.15,12642,France
552591,84272A,WATER BOTTLE,35,2011-09-20 15:30:00,51.89,16735,Netherlands
552592,46948A,NOTEBOOK,14,2011-09-20 16:00:00,87.96,14954,Netherlands
552593,35111A,BLUE PEN,43,2011-09-20 16:30:00,74.03,15540,Italy
552594,34125C,TOY CAR,26,2011-09-20 17:00:00,43.39,16848,Norway
552595,29849A,GIFT BAG,30,2011-09-20 17:30:00,80.54,16068,United Kingdom
552596,20454C,TOY CAR,3,2011-09-20 18:00:00,115.24,12994,Portugal
552597,52244B,RED MUG,38,2011-09-20 18:30:00,3.12,15752,Belgium
552598,76850B,BLUE PEN,3,2011-09-20 19:00:00,145.02,17691,Germany
552599,16384B,BLUE PEN,39,2011-09-20 19:30:00,46.99,15879,Italy
552600,21739A,BLUE PEN,27,2011-09-20 20:00:00,35.3,14341,Italy
552601,93467C,CLOCK,35,2011-09-20 20:30:00,10.2,13279,United Kingdom
552602,77158C,GIFT BAG,9,2011-09-20 21:00:00,71.24,15799,Italy
552603,32277C,BLUE PEN,23,2011-09-20 21:30:00,116.85,16633,Australia
552604,28031A,PHOTO FRAME,9,2011-09-20 22:00:00,50.76,13371,United Kingdom
552605,59717C,CANDLE,30,2011-09-20 22:30:00,105.1,12388,Norway
552606,58864A,NOTEBOOK,3,2011-09-20 23:00:00,141.31,14928,Australia
552607,37332C,NOTEBOOK,12,2011-09-20 23:30:00,15.01,12381,Portugal
552608,98555A,WHITE MUG,2,2011-09-21 00:00:00,140.1,14137,Portugal
552609,58630A,PHOTO FRAME,20,2011-09-21 00:30:00,66.9,15840,Germany
552610,41957A,WHITE MUG,48,2011-09-21 01:00:00,81.59,13499,Italy
552611,86316C,NOTEBOOK,50,2011-09-21 01:30:00,130.85,14955,Italy
552612,61381C,CANDLE,3,2011-09-21 02:00:00,34.05,17251,Spain
552613,22142C,RED MUG,43,2011-09-21 02:30:00,107.89,17838,Spain
552614,12904A,TOY CAR,42,2011-09-21 03:00:00,45.99,15676,Netherlands
552615,97805A,RED MUG,33,2011-09-21 03:30:00,96.28,15831,Australia
552616,58184B,PHOTO FRAME,34,2011-09-21 04:00:00,64.23,15263,Netherlands
552617,57537C,NOTEBOOK,19,2011-09-21 04:30:00,121.44,16598,United Kingdom
552618,55431B,PHOTO FRAME,16,2011-09-21 05:00:00,11.21,17580,Italy
552619,32327A,WATER BOTTLE,7,2011-09-21 05:30:00,6.82,17719,United Kingdom
552620,76201B,PHOTO FRAME,31,2011-09-21 06:00:00,122.99,16441,Portugal
552621,93877C,GIFT BAG,50,2011-09-21 06:30:00,42.84,13624,Australia
552622,15523C,WHITE MUG,42,2011-09-21 07:00:00,107.9,15760,France
552623,29869C,BLUE PEN,27,2011-09-21 07:30:00,133.56,16659,Netherlands
552624,39252A,RED MUG,4,2011-09-21 08:00:00,123.86,14502,Germany
552625,55991A,BLUE PEN,16,2011-09-21 08:30:00,69.49,17640,Belgium
552626,63898C,GIFT BAG,36,2011-09-21 09:00:00,140.42,17244,France
552627,11386B,CANDLE,26,2011-09-21 09:30:00,106.25,13841,Germany
552628,54666A,TOY CAR,21,2011-09-21 10:00:00,60.46,17811,Spain
552629,63999A,TOY CAR,6,2011-09-21 10:30:00,132.02,14960,Norway
552630,99377A,WHITE MUG,16,2011-09-21 11:00:00,141.12,16537,Germany
552631,25362A,NOTEBOOK,30,2011-09-21 11:30:00,85.42,17212,Spain
552632,39791B,NOTEBOOK,15,2011-09-21 12:00:00,91.89,17903,Portugal
552633,48208C,RED MUG,49,2011-09-21 12:30:00,138.3,14540,Italy
552634,65524B,CLOCK,4,2011-09-21 13:00:00,129.97,14182,Belgium
552635,52084C,BLUE PEN,34,2011-09-21 13:30:00,2.2,13629,Italy
552636,34001A,CLOCK,4,2011-09-21 14:00:00,69.05,16396,Germany
552637,68926B,CANDLE,46,2011-09-21 14:30:00,10.0,17569,Germany
552638,86389B,WHITE MUG,3,2011-09-21 15:00:00,18.91,13886,Norway
552639,26128C,CLOCK,2,2011-09-21 15:30:00,121.36,14939,Spain
552640,68761B,GIFT BAG,25,2011-09-21 16:00:00,8.06,13792,France
552641,34667C,PHOTO FRAME,46,2011-09-21 16:30:00,46.53,17534,Norway
552642,90702A,TOY CAR,20,2011-09-21 17:00:00,67.86,14033,Australia
552643,90152A,BLUE PEN,20,2011-09-21 17:30:00,89.1,14162,Portugal
552644,73740A,WATER BOTTLE,5,2011-09-21 18:00:00,133.14,15963,Spain
552645,82697C,WATER BOTTLE,9,2011-09-21 18:30:00,130.81,18067,Germany
552646,15175B,NOTEBOOK,26,2011-09-21 19:00:00,71.26,14284,Australia
552647,83861C,NOTEBOOK,3,2011-09-21 19:30:00,70.9,16438,Germany
552648,98223A,PHOTO FRAME,25,2011-09-21 20:00:00,118.64,16671,Norway
552649,80208C,WATER BOTTLE,9,2011-09-21 20:30:00,68.89,13552,Portugal
552650,26374B,WATER BOTTLE,41,2011-09-21 21:00:00,131.89,17331,Spain
552651,42010B,CLOCK,24,2011-09-21 21:30:00,147.21,15481,United Kingdom
552652,87184B,BLUE PEN,26,2011-09-21 22:00:00,124.79,16915,Belgium
552653,56227A,PHOTO FRAME,30,2011-09-21 22:30:00,128.41,13409,Norway
552654,22424A,BLUE PEN,21,2011-09-21 23:00:00,63.94,16387,France
552655,80256A,WATER BOTTLE,24,2011-09-21 23:30:00,34.09,17342,Spain
552656,85498A,GIFT BAG,3,2011-09-22 00:00:00,118.0,15992,Australia
552657,19834A,RED MUG,46,2011-09-22 00:30:00,41.52,16733,Norway
552658,56343B,PHOTO FRAME,8,2011-09-22 01:00:00,133.18,15482,Australia
552659,82886C,TOY CAR,10,2011-09-22 01:30:00,127.81,14916,Norway
552660,61834B,NOTEBOOK,11,2011-09-22 02:00:00,42.9,12356,Germany
552661,91165B,GIFT BAG,33,2011-09-22 02:30:00,43.83,17068,Norway
552662,93188A,PHOTO FRAME,2,2011-09-22 03:00:00,21.24,17002,Belgium
552663,26904C,RED MUG,48,2011-09-22 03:30:00,62.88,13878,United Kingdom
552664,90542A,BLUE PEN,37,2011-09-22 04:00:00,74.11,17666,Netherlands
552665,70551B,WHITE MUG,11,2011-09-22 04:30:00,123.28,13839,France
552666,36847A,PHOTO FRAME,21,2011-09-22 05:00:00,66.0,13986,Norway
552667,76397B,PHOTO FRAME,36,2011-09-22 05:30:00,38.29,14710,France
552668,76981C,WHITE MUG,29,2011-09-22 06:00:00,116.88,16505,France
552669,22745A,GIFT BAG,45,2011-09-22 06:30:00,11.2,13420,Belgium
552670,40427B,WATER BOTTLE,8,2011-09-22 07:00:00,34.31,15920,Belgium
552671,64184B,RED MUG,6,2011-09-22 07:30:00,13.51,13373,Australia
552672,83509B,CLOCK,37,2011-09-22 08:00:00,30.41,13921,United Kingdom
552673,44111A,GIFT BAG,29,2011-09-22 08:30:00,18.9,13311,France
552674,12753A,CLOCK,2,2011-09-22 09:00:00,98.57,14226,Belgium
552675,99277A,CLOCK,36,2011-09-22 09:30:00,64.53,12436,Germany
552676,90250B,CANDLE,30,2011-09-22 10:00:00,108.78,13053,Australia
552677,98947B,NOTEBOOK,33,2011-09-22 10:30:00,19.77,16412,Portugal
552678,65453B,TOY CAR,30,2011-09-22 11:00:00,30.95,15292,Italy
552679,57857C,WHITE MUG,45,2011-09-22 11:30:00,80.87,15251,Belgium
552680,25097B,CANDLE,31,2011-09-22 12:00:00,48.98,16110,Netherlands
552681,33171A,GIFT BAG,14,2011-09-22 12:30:00,83.67,12581,Australia
552682,35127B,TOY CAR,13,2011-09-22 13:00:00,27.88,12558,Belgium
552683,20415B,BLUE PEN,21,2011-09-22 13:30:00,44.68,17906,United Kingdom
552684,71308C,BLUE PEN,31,2011-09-22 14:00:00,32.53,13238,Portugal
552685,60022B,CANDLE,16,2011-09-22 14:30:00,3.33,17089,Australia
552686,19760C,CANDLE,49,2011-09-22 15:00:00,79.26,17571,United Kingdom
552687,75727B,CLOCK,34,2011-09-22 15:30:00,39.62,15256,Italy
552688,53446B,CANDLE,9,2011-09-22 16:00:00,59.52,13858,Portugal
552689,58384B,WATER BOTTLE,34,2011-09-22 16:30:00,65.71,12394,Netherlands
552690,13595C,WATER BOTTLE,26,2011-09-22 17:00:00,85.18,15320,France
552691,75953B,CLOCK,19,2011-09-22 17:30:00,74.26,13490,Germany
552692,83961B,RED MUG,21,2011-09-22 18:00:00,6.04,13723,Belgium
552693,24862B,BLUE PEN,16,2011-09-22 18:30:00,30.7,14799,Spain
552694,85920B,CANDLE,43,2011-09-22 19:00:00,101.87,15128,France
552695,19079C,WHITE MUG,13,2011-09-22 19:30:00,135.31,16541,France
552696,54183A,BLUE PEN,30,2011-09-22 20:00:00,133.66,14380,Netherlands
552697,42155B,WATER BOTTLE,3,2011-09-22 20:30:00,144.46,14299,United Kingdom
552698,53106B,NOTEBOOK,6,2011-09-22 21:00:00,61.28,13515,Norway
552699,57087B,CANDLE,26,2011-09-22 21:30:00,24.66,18126,Italy
552700,64262C,NOTEBOOK,31,2011-09-22 22:00:00,84.55,18000,Belgium
552701,41472C,WATER BOTTLE,7,2011-09-22 22:30:00,77.04,17920,Italy
552702,28761A,WATER BOTTLE,43,2011-09-22 23:00:00,52.37,15382,Netherlands
552703,89519A,CANDLE,39,2011-09-22 23:30:00,144.5,16316,United Kingdom
552704,55048B,WATER BOTTLE,19,2011-09-23 00:00:00,78.18,16683,Italy
552705,28513B,RED MUG,43,2011-09-23 00:30:00,78.2,15912,Portugal
552706,43989B,GIFT BAG,43,2011-09-23 01:00:00,131.26,14907,Italy
552707,22290B,WHITE MUG,22,2011-09-23 01:30:00,6.74,15001,Australia
552708,20031B,RED MUG,5,2011-09-23 02:00:00,115.25,14179,United Kingdom
552709,93531C,WATER BOTTLE,40,2011-09-23 02:30:00,31.41,14748,Australia
552710,57255B,GIFT BAG,33,2011-09-23 03:00:00,131.22,13415,Italy
552711,19521A,CLOCK,6,2011-09-23 03:30:00,126.47,17125,Australia
552712,57216C,WHITE MUG,38,2011-09-23 04:00:00,48.03,12667,Belgium
552713,52995B,GIFT BAG,15,2011-09-23 04:30:00,34.34,16113,Spain
552714,48094C,PHOTO FRAME,30,2011-09-23 05:00:00,100.45,16685,Germany
552715,92879B,NOTEBOOK,47,2011-09-23 05:30:00,145.93,17614,Belgium
552716,54445A,WATER BOTTLE,13,2011-09-23 06:00:00,120.84,17417,Norway
552717,32039A,WATER BOTTLE,8,2011-09-23 06:30:00,30.84,12616,Germany
552718,20060C,WHITE MUG,21,2011-09-23 07:00:00,15.07,16854,Portugal
552719,77977B,CANDLE,26,2011-09-23 07:30:00,26.98,12351,Australia
552720,81409C,CLOCK,16,2011-09-23 08:00:00,63.76,15104,Portugal
552721,60429B,RED MUG,12,2011-09-23 08:30:00,27.76,14038,Italy
552722,30411B,TOY CAR,21,2011-09-23 09:00:00,137.46,17599,Belgium
552723,14491A,CLOCK,15,2011-09-23 09:30:00,120.45,15959,Netherlands
552724,70717A,CANDLE,31,2011-09-23 10:00:00,87.64,15983,Netherlands
552725,14813A,RED MUG,6,2011-09-23 10:30:00,7.34,14286,Spain
552726,56792A,WATER BOTTLE,39,2011-09-23 11:00:00,97.51,15726,France
552727,20164C,WATER BOTTLE,32,2011-09-23 11:30:00,141.72,17414,Germany
552728,10495A,RED MUG,36,2011-09-23 12:00:00,139.77,13419,Portugal
552729,34468C,NOTEBOOK,30,2011-09-23 12:30:00,7.48,17640,Germany
552730,59163A,GIFT BAG,32,2011-09-23 13:00:00,10.28,16081,Belgium
552731,85903C,TOY CAR,24,2011-09-23 13:30:00,122.16,14455,France
552732,51302B,GIFT BAG,2,2011-09-23 14:00:00,75.81,17322,Portugal
552733,30083B,GIFT BAG,37,2011-09-23 14:30:00,28.05,15981,Germany
552734,49424A,WHITE MUG,33,2011-09-23 15:00:00,148.45,18078,Australia
552735,54291C,WHITE MUG,19,2011-09-23 15:30:00,43.96,13721,France
552736,64165B,BLUE PEN,24,2011-09-23 16:00:00,143.5,13226,Australia
552737,32751B,BLUE PEN,14,2011-09-23 16:30:00,91.48,16048,Germany
552738,19051C,WHITE MUG,13,2011-09-23 17:00:00,100.92,17894,France
552739,15769C,NOTEBOOK,8,2011-09-23 17:30:00,108.7,15888,United Kingdom
552740,95991A,CANDLE,31,2011-09-23 18:00:00,4.32,12839,United Kingdom
552741,56019B,NOTEBOOK,31,2011-09-23 18:30:00,64.83,13838,Belgium
552742,87259C,CLOCK,48,2011-09-23 19:00:00,65.87,15641,Norway
552743,38458C,TOY CAR,8,2011-09-23 19:30:00,104.3,14663,Portugal
552744,80579B,RED MUG,3,2011-09-23 20:00:00,49.48,16789,United Kingdom
552745,22607C,CLOCK,22,2011-09-23 20:30:00,130.85,16357,Netherlands
552746,25772B,CANDLE,39,2011-09-23 21:00:00,143.6,13338,Netherlands
552747,78622C,CANDLE,35,2011-09-23 21:30:00,98.47,17777,Germany
552748,43161C,TOY CAR,1,2011-09-23 22:00:00,25.95,16042,Portugal
552749,44832A,WHITE MUG,10,2011-09-23 22:30:00,5.38,18285,Netherlands
552750,66829C,PHOTO FRAME,6,2011-09-23 23:00:00,62.59,12981,Australia
552751,86388C,RED MUG,44,2011-09-23 23:30:00,65.24,16246,Netherlands
552752,83949C,TOY CAR,39,2011-09-24 00:00:00,104.68,14900,Spain
552753,33746B,WHITE MUG,20,2011-09-24 00:30:00,80.58,13355,Netherlands
552754,53002B,CLOCK,46,2011-09-24 01:00:00,111.2,12613,Netherlands
552755,53464B,GIFT BAG,22,2011-09-24 01:30:00,40.37,15162,Portugal
552756,78614B,PHOTO FRAME,41,2011-09-24 02:00:00,136.27,17348,Australia
552757,96552C,CANDLE,34,2011-09-24 02:30:00,116.82,14497,Belgium
552758,91315B,GIFT BAG,44,2011-09-24 03:00:00,87.28,13483,Germany
552759,41250C,WATER BOTTLE,9,2011-09-24 03:30:00,42.17,14526,Germany
552760,14150B,GIFT BAG,21,2011-09-24 04:00:00,135.65,15513,Norway
552761,77302A,WHITE MUG,49,2011-09-24 04:30:00,116.75,16956,France
552762,39350C,CLOCK,14,2011-09-24 05:00:00,125.35,15587,France
552763,97703B,CANDLE,32,2011-09-24 05:30:00,95.67,18198,Germany
552764,65265A,TOY CAR,4,2011-09-24 06:00:00,19.7,15995,Italy
552765,57460A,BLUE PEN,17,2011-09-24 06:30:00,136.01,13891,Germany
552766,62078B,WHITE MUG,43,2011-09-24 07:00:00,76.58,17320,France
552767,40007B,NOTEBOOK,13,2011-09-24 07:30:00,5.34,14196,Norway
552768,34259C,TOY CAR,46,2011-09-24 08:00:00,142.17,13299,France
552769,16997B,TOY CAR,45,2011-09-24 08:30:00,74.94,18260,Portugal
552770,49910B,TOY CAR,10,2011-09-24 09:00:00,63.61,12811,Netherlands
552771,37911B,TOY CAR,47,2011-09-24 09:30:00,43.0,14330,Spain
552772,82414A,PHOTO FRAME,13,2011-09-24 10:00:00,50.78,13231,Germany
552773,39222C,RED MUG,36,2011-09-24 10:30:00,114.99,14197,Italy
552774,71728C,GIFT BAG,30,2011-09-24 11:00:00,143.89,16036,Italy
552775,57933C,NOTEBOOK,28,2011-09-24 11:30:00,136.24,16032,Portugal
552776,31528C,PHOTO FRAME,4,2011-09-24 12:00:00,81.59,13355,Italy
552777,26616A,WATER BOTTLE,33,2011-09-24 12:30:00,37.35,17461,Portugal
552778,58257B,CLOCK,45,2011-09-24 13:00:00,12.72,16425,Netherlands
552779,56976B,CLOCK,19,2011-09-24 13:30:00,2.38,13168,United Kingdom
552780,11537A,NOTEBOOK,24,2011-09-24 14:00:00,127.52,17943,France
552781,44048B,WATER BOTTLE,30,2011-09-24 14:30:00,133.59,15136,Germany
552782,14191A,CANDLE,42,2011-09-24 15:00:00,46.19,17939,Norway
552783,93952C,BLUE PEN,8,2011-09-24 15:30:00,51.32,16952,Australia
552784,62047C,RED MUG,3,2011-09-24 16:00:00,36.68,12447,Portugal
552785,12755C,NOTEBOOK,15,2011-09-24 16:30:00,112.46,14320,Portugal
552786,23328B,TOY CAR,33,2011-09-24 17:00:00,100.49,15826,Portugal
552787,74047B,PHOTO FRAME,31,2011-09-24 17:30:00,122.81,13576,Norway
552788,58983A,BLUE PEN,12,2011-09-24 18:00:00,68.87,17815,France
552789,44789A,TOY CAR,7,2011-09-24 18:30:00,147.11,14493,Portugal
552790,85959C,WHITE MUG,5,2011-09-24 19:00:00,2.23,18230,Netherlands
552791,42737B,RED MUG,1,2011-09-24 19:30:00,68.46,13533,Netherlands
552792,86362C,CANDLE,16,2011-09-24 20:00:00,147.84,14075,Belgium
552793,62228B,TOY CAR,4,2011-09-24 20:30:00,45.85,16245,Belgium
552794,54335A,TOY CAR,13,2011-09-24 21:00:00,73.0,16812,Belgium
552795,19790B,GIFT BAG,17,2011-09-24 21:30:00,91.42,17297,Netherlands
552796,94921A,PHOTO FRAME,50,2011-09-24 22:00:00,99.56,13904,Spain
552797,16944C,TOY CAR,33,2011-09-24 22:30:00,26.62,15240,United Kingdom
552798,27722A,GIFT BAG,30,2011-09-24 23:00:00,48.79,15962,Italy
552799,16742A,GIFT BAG,22,2011-09-24 23:30:00,76.72,16446,Germany
552800,50039B,NOTEBOOK,34,2011-09-25 00:00:00,108.22,16850,Portugal
552801,93512B,PHOTO FRAME,27,2011-09-25 00:30:00,103.91,16220,Australia
552802,27572A,WATER BOTTLE,36,2011-09-25 01:00:00,119.88,13518,Spain
552803,23341B,WATER BOTTLE,40,2011-09-25 01:30:00,51.44,13418,France
552804,95979B,BLUE PEN,33,2011-09-25 02:00:00,9.25,15510,Australia
552805,26299B,RED MUG,49,2011-09-25 02:30:00,16.78,14603,Germany
552806,12623B,WATER BOTTLE,33,2011-09-25 03:00:00,64.32,14186,United Kingdom
552807,83162B,BLUE PEN,37,2011-09-25 03:30:00,20.44,17297,Australia
552808,44269C,TOY CAR,38,2011-09-25 04:00:00,28.1,12465,Portugal
552809,37417C,WATER BOTTLE,22,2011-09-25 04:30:00,57.14,16148,Spain
552810,44351A,PHOTO FRAME,19,2011-09-25 05:00:00,145.99,13244,Australia
552811,24819C,TOY CAR,27,2011-09-25 05:30:00,66.31,13730,Germany
552812,72739B,RED MUG,13,2011-09-25 06:00:00,69.96,12988,United Kingdom
552813,42013C,NOTEBOOK,48,2011-09-25 06:30:00,81.85,15099,Norway
552814,17757B,GIFT BAG,4,2011-09-25 07:00:00,35.85,12371,Netherlands
552815,95030C,BLUE PEN,6,2011-09-25 07:30:00,85.5,12953,United Kingdom
552816,28126C,NOTEBOOK,50,2011-09-25 08:00:00,63.41,15126,United Kingdom
552817,98177B,GIFT BAG,47,2011-09-25 08:30:00,66.69,15966,Netherlands
552818,97849B,GIFT BAG,43,2011-09-25 09:00:00,141.75,13325,Norway
552819,73539A,BLUE PEN,13,2011-09-25 09:30:00,149.67,13090,Belgium
552820,47643C,CLOCK,7,2011-09-25 10:00:00,1.52,16682,United Kingdom
552821,75555B,CANDLE,50,2011-09-25 10:30:00,2.43,12579,France
552822,15825A,BLUE PEN,42,2011-09-25 11:00:00,146.29,15222,Norway
552823,75552A,NOTEBOOK,49,2011-09-25 11:30:00,46.62,13158,Germany
552824,68554B,TOY CAR,34,2011-09-25 12:00:00,98.39,13313,United Kingdom
552825,99678C,GIFT BAG,8,2011-09-25 12:30:00,49.34,14969,Italy
552826,60479B,WATER BOTTLE,46,2011-09-25 13:00:00,117.89,14188,Norway
552827,86211B,RED MUG,18,2011-09-25 13:30:00,138.36,14018,Portugal
552828,58780B,BLUE PEN,34,2011-09-25 14:00:00,39.5,16396,Australia
552829,86515C,WATER BOTTLE,25,2011-09-25 14:30:00,38.58,14729,Germany
552830,83006C,CANDLE,6,2011-09-25 15:00:00,75.94,17962,Norway
552831,89386A,WATER BOTTLE,43,2011-09-25 15:30:00,82.45,18137,Netherlands
552832,61045C,PHOTO FRAME,45,2011-09-25 16:00:00,45.42,12560,France
552833,81099B,CANDLE,4,2011-09-25 16:30:00,143.36,17278,Spain
552834,54899A,BLUE PEN,35,2011-09-25 17:00:00,43.63,15624,Italy
552835,52679A,BLUE PEN,25,2011-09-25 17:30:00,105.47,13147,Portugal
552836,63405C,TOY CAR,35,2011-09-25 18:00:00,1.26,15726,Italy
552837,97539B,CANDLE,25,2011-09-25 18:30:00,13.94,16640,Germany
552838,52826C,CANDLE,10,2011-09-25 19:00:00,43.14,14334,United Kingdom
552839,17784A,TOY CAR,27,2011-09-25 19:30:00,137.14,13381,Australia
552840,92330C,BLUE PEN,2,2011-09-25 20:00:00,40.04,12889,Spain
552841,53495B,NOTEBOOK,1,2011-09-25 20:30:00,81.31,14441,Portugal
552842,78470B,WATER BOTTLE,6,2011-09-25 21:00:00,142.51,14235,United Kingdom
552843,74615C,WHITE MUG,29,2011-09-25 21:30:00,117.88,15807,Netherlands
552844,91916C,CLOCK,37,2011-09-25 22:00:00,120.24,14104,Netherlands
552845,22159B,RED MUG,42,2011-09-25 22:30:00,48.23,15197,Norway
552846,66473B,PHOTO FRAME,19,2011-09-25 23:00:00,146.39,14399,Spain
552847,19201B,WHITE MUG,14,2011-09-25 23:30:00,108.38,17287,Australia
552848,39353A,NOTEBOOK,49,2011-09-26 00:00:00,102.2,17102,Portugal
552849,62069B,CANDLE,13,2011-09-26 00:30:00,74.51,13791,Belgium
552850,96983A,CANDLE,2,2011-09-26 01:00:00,19.09,16127,Australia
552851,56110A,CANDLE,43,2011-09-26 01:30:00,73.41,14747,Australia
552852,28074C,CANDLE,27,2011-09-26 02:00:00,30.89,12582,Netherlands
552853,83720A,PHOTO FRAME,48,2011-09-26 02:30:00,111.29,14251,Portugal
552854,60978B,PHOTO FRAME,5,2011-09-26 03:00:00,94.28,12909,Netherlands
552855,87661C,RED MUG,30,2011-09-26 03:30:00,6.84,13369,France
552856,16376A,GIFT BAG,46,2011-09-26 04:00:00,46.45,12587,United Kingdom
552857,40560C,PHOTO FRAME,16,2011-09-26 04:30:00,100.37,12737,United Kingdom
552858,64366C,RED MUG,14,2011-09-26 05:00:00,99.16,16621,Australia
552859,43912B,TOY CAR,21,2011-09-26 05:30:00,125.49,17636,United Kingdom
552860,79309C,BLUE PEN,18,2011-09-26 06:00:00,92.4,13847,Belgium
552861,17762C,NOTEBOOK,5,2011-09-26 06:30:00,52.4,18113,Portugal
552862,91231B,CANDLE,22,2011-09-26 07:00:00,73.72,16727,Australia
552863,96877A,PHOTO FRAME,39,2011-09-26 07:30:00,25.33,17169,Belgium
552864,44150B,BLUE PEN,18,2011-09-26 08:00:00,145.71,13088,Germany
552865,96246C,WHITE MUG,30,2011-09-26 08:30:00,36.74,14114,United Kingdom
552866,51820A,WHITE MUG,47,2011-09-26 09:00:00,9.32,16362,Netherlands
552867,61398C,GIFT BAG,47,2011-09-26 09:30:00,128.68,14673,France
552868,36228B,WATER BOTTLE,12,2011-09-26 10:00:00,143.36,17893,Germany
552869,32095A,NOTEBOOK,38,2011-09-26 10:30:00,32.16,14669,Australia
552870,12000C,PHOTO FRAME,6,2011-09-26 11:00:00,125.36,15474,Spain
552871,62549B,GIFT BAG,27,2011-09-26 11:30:00,27.3,12510,Australia
552872,30304B,TOY CAR,50,2011-09-26 12:00:00,13.91,14508,Italy
552873,25710C,PHOTO FRAME,50,2011-09-26 12:30:00,121.96,15457,Italy
552874,36819A,WATER BOTTLE,19,2011-09-26 13:00:00,66.49,17086,Portugal
552875,32239B,PHOTO FRAME,33,2011-09-26 13:30:00,36.55,14997,France
552876,12644B,NOTEBOOK,28,2011-09-26 14:00:00,149.09,18104,Spain
552877,98811A,WATER BOTTLE,43,2011-09-26 14:30:00,99.37,16598,Belgium
552878,41906A,RED MUG,6,2011-09-26 15:00:00,12.83,13348,Australia
552879,12907B,WATER BOTTLE,17,2011-09-26 15:30:00,31.44,17979,United Kingdom
552880,89720A,BLUE PEN,34,2011-09-26 16:00:00,14.89,17000,Belgium
552881,29137C,TOY CAR,28,2011-09-26 16:30:00,44.45,12375,Germany
552882,47999C,TOY CAR,37,2011-09-26 17:00:00,112.79,13758,Belgium
552883,29433A,BLUE PEN,2,2011-09-26 17:30:00,134.2,17052,Portugal
552884,63393B,RED MUG,7,2011-09-26 18:00:00,100.55,12832,Spain
552885,59467C,WHITE MUG,10,2011-09-26 18:30:00,109.44,12627,Germany
552886,41704A,TOY CAR,26,2011-09-26 19:00:00,119.79,14584,Netherlands
552887,58062A,BLUE PEN,43,2011-09-26 19:30:00,72.74,15103,Portugal
552888,77015C,RED MUG,11,2011-09-26 20:00:00,114.28,17564,Portugal
552889,30020C,GIFT BAG,20,2011-09-26 20:30:00,143.29,12602,United Kingdom
552890,46001A,GIFT BAG,30,2011-09-26 21:00:00,83.49,12439,Norway
552891,80448A,NOTEBOOK,46,2011-09-26 21:30:00,105.08,16151,Australia
552892,42271A,RED MUG,45,2011-09-26 22:00:00,122.8,17191,Spain
552893,96603B,CLOCK,47,2011-09-26 22:30:00,137.37,16439,Norway
552894,98049B,CLOCK,46,2011-09-26 23:00:00,36.53,17708,Italy
552895,32621B,GIFT BAG,3,2011-09-26 23:30:00,56.09,12483,Belgium
552896,43643C,WATER BOTTLE,16,2011-09-27 00:00:00,100.93,12722,Belgium
552897,32399C,RED MUG,10,2011-09-27 00:30:00,76.11,14781,Italy
552898,44639C,BLUE PEN,36,2011-09-27 01:00:00,126.48,14351,Italy
552899,64145A,CLOCK,1,2011-09-27 01:30:00,47.95,14216,Italy
552900,93696A,GIFT BAG,50,2011-09-27 02:00:00,116.95,15823,Portugal
552901,17176B,CLOCK,20,2011-09-27 02:30:00,87.48,16483,Germany
552902,45630B,GIFT BAG,28,2011-09-27 03:00:00,128.89,16881,Spain
552903,94804C,WHITE MUG,16,2011-09-27 03:30:00,111.31,14652,Italy
552904,99515B,CANDLE,47,2011-09-27 04:00:00,48.31,13619,Belgium
